thumb href,tagItemTitle href,speakerName,genericItemIntroText,specialty_codes href,specialty_codes,specialty_codes href (2),specialty_codes (2),genericItemIntroText (2),specialty_codes href (3),specialty_codes (3),specialty_codes href (4),specialty_codes (4),specialty_codes href (5),specialty_codes (5),specialty_codes href (6),specialty_codes (6),specialty_codes href (7),specialty_codes (7),specialty_codes href (8),specialty_codes (8),specialty_codes href (9),specialty_codes (9),genericItemIntroText (3),genericItemIntroText (4),priceRange
https://www.ovations.com.au/speakers/ray-hadley,https://www.ovations.com.au/speakers/ray-hadley,Ray Hadley,"Ray Hadley has been named Australia's best Radio Sports Broadcaster for 5 of the past 10 years. The radio industry awards are known as the ""Rawards"" and Ray's most recent win came for his coverage of the Sydney Olympics. ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/wil-hagon,https://www.ovations.com.au/speakers/wil-hagon,Wil Hagon,"Freelance motoring journalist, broadcaster and author. Motor racing commentator, in Australia and England for 32 years. Worked for all free-to-air TV channels, as well as Foxtel and Optus. ATN 7 for 11 years at Bathurst, SBS when Wayne Gardiner won his world championship, Ch 9 motoring segments on Midday with Ray Martin. Currently with ABC Radio nationally for both motor sport (Grandstand) and ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/martin-hall,https://www.ovations.com.au/speakers/martin-hall,Martin Hall,"Healthy you, healthy business is Martin Hall's firm belief. Martin believes our society today is driven by 'edutainment', and is also craving a firm foundation of mind body balance life skills. He drives his audience as he drives his staff and students with passion, determination, humour and example. He has the special talent of understanding his audience, actively communicating with them and brin ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Franchise,FRANCHISE,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/rob-hamill,https://www.ovations.com.au/speakers/rob-hamill,Rob Hamill,"Marathon rowing champion Rob Hamill has been a New Zealand International rowing representative since 1986. Rob's numerous rowing achievements include World Championship Silver, Commonwealth Gold and a world record on the Concept 2 rowing machine. Rob represented New Zealand at the 1996 Atlanta Olympics then teamed up with the late Phil Stubbs and captured headlines around the world winning the gr ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adventurer,ADVENTURER,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/maree-hamilton,https://www.ovations.com.au/speakers/maree-hamilton,Maree Hamilton,"Maree is passionate about helping women in business to grow their businesses & help develop their skills. Her presentation style has been described as both captivating and empowering. Maree connects with her audiences from start to finish with a powerful mix of facts, ideas and thought provoking quotes and shares her life experiences which result in her audiences retaining & connecting with the in ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Negotiation,NEGOTIATION,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,3500-5000
https://www.ovations.com.au/speakers/chris-handy,https://www.ovations.com.au/speakers/chris-handy,Chris Handy,"The affable Chris Handy belies the reputation that he developed on the rugby field. As a barrel-chested prop forward 'Buddha' Handy created mayhem on the rugby fields around the world with his uncompromising and rugged play. A former Gregory Terrace student in Brisbane, Handy graduated through the Queensland Rugby Union when the now famous maroon jersey was beginning to earn respect. He played so ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/sport,SPORT,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/brooke-hanson,https://www.ovations.com.au/speakers/brooke-hanson,Brooke Hanson,"Brooke Hanson remains one of Australia's most recognised Olympians. She has represented Australia over 25 times at major international championships. Her career highlight came when she won Olympic gold and silver medals at Athens Olympic Games. She claimed several podium finishes throughout her career including the World Short Course Championships where she made history, winning a record six gol ...",https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/craig-harper,https://www.ovations.com.au/speakers/craig-harper,Craig Harper,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/change,CHANGE,"Craig Harper is one of Australia’s leading presenters, writers and educators in the areas of health, high-performance and personal transformation. Craig has been an integral part of the Australian fitness industry since 1982 and in that time has worked as an exercise scientist, corporate speaker, consultant, University lecturer, AFL conditioning coach, radio host, TV presenter, writer and successful business owner. In 1990 Craig established Harper’s Personal Training, which evolved into one of the most successful businesses of its kind in the world and inhabited the Australian fitness landscape for almost a quarter of a century.",https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/bill-harrigan,https://www.ovations.com.au/speakers/bill-harrigan,Bill Harrigan,"Bill Harrigan entered the Rugby League refereeing ranks as a 15 year old at the suggestion of one of his High School Teachers who was entering the school in the NSW Rugby League Referees Schoolboy Recruitment Program. He attained his Referee ticket and went on to join the Parramatta Referee Association. Since that time, Bill's dedication and commitment have ""led to success beyond his imagination!"" ...",https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/virginia-haussegger,https://www.ovations.com.au/speakers/virginia-haussegger,Virginia Haussegger,"Can today's women really 'have it all', or have we all been duped? When did the superwomen of the 80s become the wondering women of the new millennium? And where have all our achievements left us? When leading journalist Virginia Haussegger, frustrated and angry about her own childlessness, wrote an opinion piece for a major metropolitan newspaper she could never have anticipated the Pandora's Box ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/trevor-hendy,https://www.ovations.com.au/speakers/trevor-hendy,Trevor Hendy,"Trevor Hendy is unchallenged as ""the greatest Ironman in the world"". The pride of Australian Surf Lifesaving, Trevor's list of achievements would make most sportsmen and women turn green with envy. Trevor has spent his time since competition, pursuing his love of ""helping bring people's Spirit Alive"". Trevor now continues to tour the country on the speaking circuit furthering his own learning a ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/clinton-hill,https://www.ovations.com.au/speakers/clinton-hill,Clinton Hill,Clinton was a member of the 2004 Athens Olympic Games winning silver as part of Australia's historic 4x400m relay team. Clinton ended a 48 year drought when he anchored Australia home in the 4x400m relay to win silver in Athens and is a three time National 400m Champion. He finished 8th at the 2002 Commonwealth Games in the 400m and competed at the 2003 World Championships in semi-finals for the 4 ...,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/max-hitchins,https://www.ovations.com.au/speakers/max-hitchins,Max Hitchins,"Max Hitchins, is Australia's foremost expert on motivation, marketing and management in the hospitality industry. He is the only professional speaker in the world who throws a boomerang over the heads of convention audiences to demonstrate his boomerang marketing principle of ""What you send out - comes back"" ...",https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sales,SALES,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/mark-holden,https://www.ovations.com.au/speakers/mark-holden,Mark Holden,"Mark is a prominent business author, speaker and executive coach based in Sydney, Australia. While Mark spends most of his time in Australia he is also in demand as an international presenter. In this presentation Mark challenges the thinking of managers at all levels to experience the results that being an exceptional leader can bring. He provides practical leadership tools and techniques that ca ...",https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,3500-5000
https://www.ovations.com.au/speakers/jim-hopkins,https://www.ovations.com.au/speakers/jim-hopkins,Jim Hopkins,"Once described as a legend in his own larynx Jim refused to be perturbed by the apocalypse; or, for that matter, the fact that the hole in the ozone layer now seems nearly as big as the gaps in a winebox witness' memory. Combining the verbal prowess of Marcel Marceau and the benign wit of Boris Yeltsin, Jim is not only well known to audiences throughout New Zealand but also overseas. He has MC'd ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/andrew-hoy,https://www.ovations.com.au/speakers/andrew-hoy,Andrew Hoy,Andrew Hoy is a renowned rider and lecturer and one of Australia's all-time great Olympians. He competed in his 5th Olympic Games at Sydney 2000. At both the Sydney and Barcelona Olympic Games he was a part of the Australian team that won gold medals in the three-day team event. Andrew also won Silver in the Individual three-day equestrian event in Sydney. Andrew is a tenacious competito ...,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/ken-hudson,https://www.ovations.com.au/speakers/ken-hudson,Ken Hudson,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,"Dr. Ken Hudson is a world-class authority in helping individuals and teams think better and faster. By doing so, they can achieve more and unlock breakthrough results. He is a compelling speaker, trainer, consultant and facilitator. If you want someone who can have an immediate impact with tools and techniques Ken is ideall. These can be learned and applied with great effect by any leader, manage ...",https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/sales,SALES,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/monte-huebsch,https://www.ovations.com.au/speakers/monte-huebsch,Monte Huebsch,"Putting the ""Business"" back into e-Business. There is no doubt that e-business is having, and will continue to have, a profound affect on the way we do business. However, most forays into e-business have ended in mediocrity at best. It is now time to put the business prudence back into the creation and implementation of e-business strategies and Monte will show you how! The presentation topi ...",https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,https://www.ovations.com.au/speakers/marketing,MARKETING,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/peter-hughes,https://www.ovations.com.au/speakers/peter-hughes,Peter Hughes,"Before October 12 2002, Peter Hughes was in many ways an ordinary Australian. Born the youngest of eight children to Irish immigrants, Peter was raised in the working class suburb of Queens Park in Perth. Peter believes a lot of his resilience and inner strength was developed during his childhood years growing up in a tough neighbourhood. Peter Hughes was the man whose swollen and blistered face ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/craig-hutchison,https://www.ovations.com.au/speakers/craig-hutchison,Craig Hutchison,"In eight years covering sport, Craig has developed his own unique style to sports reporting and is a popular and recognisable figure amongst the Australian public. Craig's speciality is football, however during his tenure with Channel 7 and formerly Channel 10 Craig has become accustomed to reporting on numerous sporting events. He has a good sense of humour and can either be the Master of Ceremon ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/timothy-hyde,https://www.ovations.com.au/speakers/timothy-hyde,Timothy Hyde,"Timothy Hyde is ""Australia's Magician of the Mind."" A specialist corporate MC, sophisticated after dinner entertainer and expert in the field of Creative Thinking, he brings his magic touch to corporate events worldwide. Many of his clients have booked him on multiple occasions or use him for more than one role at an event. With a background in both education and innovative business and his year ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,,https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,3500-5000
https://www.ovations.com.au/speakers/darren-isenberg,https://www.ovations.com.au/speakers/darren-isenberg,Darren Isenberg,,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,"Darren Isenberg has a number of years experience in the unusual combination of education and comedy. He is now co-director of a company, which provides corporate entertainment, professional MC work and team-building. Darren has designed and conducted interactive activities specifically designed to make conferences a fun experience for the delegates. A casual yet corporate style, Darren injects hu ...",https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/patria-d-jafferies,https://www.ovations.com.au/speakers/patria-d-jafferies,Patria D. Jafferies,"Patria Jafferies co-founded DÃƒÂ´me Coffees and is now the company's Managing Director. Initially a small, specialist coffee roaster, DÃƒÂ´me's success grew from its reputation for providing an outstanding range of fine coffees presented in stylish, high-quality packaging. It became necessary to develop the means to showcase the product, which brought about the original DÃƒÂ´me CafÃƒÂ© concept. DÃ ...",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Franchise,FRANCHISE,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/retail,RETAIL,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/linda-jaivin,https://www.ovations.com.au/speakers/linda-jaivin,Linda Jaivin,"Linda Jaivin is the author of five bestselling novels and a novella, most of which have been published internationally, including the comic-erotic cult classic Eat Me and her most recent book, A Most Immoral Woman. Linda is also a translator (from Chinese), essayist and writer on Chinese politics and culture, which she studied at university before spending nine years in Taiwan, Hong Kong and China ...",,,,,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/belinda-jeffreys,https://www.ovations.com.au/speakers/belinda-jeffreys,Belinda Jeffreys,"Belinda Jefferys is one of the country's most experienced, recognised and popular food writers and television food presenters. ...",https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,,,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/frank-jensen,https://www.ovations.com.au/speakers/frank-jensen,Frank Jensen,"Frank Jensen is a respected business authority in the intersections of strategic vision, innovation and market development. Frank is currently the business manager CSIRO Futures where he is leading market oriented innovation to both Government and Industry via the use of network based innovation, innovation system collaboration, co-design, open innovation, trend analysis, crowdsourcing and busines ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Environment%20/%20Sustainability,ENVIRONMENT / SUSTAINABILITY,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/johan-van-gelder-ensemble,https://www.ovations.com.au/speakers/johan-van-gelder-ensemble,Johan van Gelder Ensemble,"Under the direction of vocalist and saxophonist Johan van Gelder this polished group performs smooth and entertaining renditions of well-known Jazz classics from the crooning styles of Frank Sinatra and Tony Bennett to the hits of Nat King Cole. Whatever your music requirements are the Johan van Gelder Quartet delivers the right ambience for your event, providing an appropriate selection of mus ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speaker-filter-search-results/speakers/Bands,BANDS,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Singer%20/%20Musician,SINGER / MUSICIAN,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/brendon-julian,https://www.ovations.com.au/speakers/brendon-julian,Brendon Julian,"Former test cricketer Brendon Julian is set for the match of his life as a presenter on Getaway. The all-rounder from Western Australia retired from the game in 1999 to concentrate on his television career. He has been a presenter on the travel program Postcards WA and Just Add Water, a water sports and activity program. Born in Hamilton, New Zealand, he moved with his family to Port Hedland in ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/sport,SPORT,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/robert-kay,https://www.ovations.com.au/speakers/robert-kay,Robert Kay,"Dr Robert Kay is the Co-founder of a strategic innovation and commercialisation consultancy, and an Adjunct Professor at the University of Technology Sydney.With a career that has continuously moved between industry and academia, Dr Robert Kay brings a rare combination of commercial experience and academic rigor to his thinking, presentations and facilitation. Much of his work is in bringing thi ...",https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/peter-kaye,https://www.ovations.com.au/speakers/peter-kaye,Peter Kaye,"Peter Kaye is one of Australia's most talented and popular performers at leading corporate functions throughout Australia with his unique comedy impersonations of famous entertainers and political figures. In fact, he has been MO Awards winner Australia's Best Variety Entertainer for three years in succession. With the aid of his specially made life-like latex rubber masks, Peter presents some of ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speaker-filter-search-results/speakers/Characterisation%20/%20Hoax%20/%20Impersonations,CHARACTERISATION / HOAX / IMPERSONATIONS,,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/ros-kelly,https://www.ovations.com.au/speakers/ros-kelly,Ros Kelly,"Ros Kelly has one of the highest profiles of any woman in Australia. As Australia's only woman in the Federal Cabinet for four years, she has re-written the history books on many occasions. As Australia's Environment Minister, she directed Australia's environment policies from 1990 - 1994. Ms Kelly led the Australian delegation to the Rio Earth Summit. ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Environment%20/%20Sustainability,ENVIRONMENT / SUSTAINABILITY,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/mohamed-khadra,https://www.ovations.com.au/speakers/mohamed-khadra,Mohamed Khadra,"Dr. Mohamed Khadra is having a successful and varied career as a leader in Education and Medicine internationally and in Australia. He has a degree in Medicine, a PhD and Fellowship of the Royal Australasian College of Surgeons. In addition, he has a postgraduate degree in computing and a Masters of Education and is a renowned educationalist and academic. His roles have included: *Inaugural Cha ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/communication,COMMUNICATION,,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/christine-kininmonth,https://www.ovations.com.au/speakers/christine-kininmonth,Christine Kininmonth,"Christine is best known as a panelist on ABC TV's The New Inventors, hosted by James O'Loghlin. However as the inventor for the Belly Belt, a maternity wear solution, Christine is also a successful inventor and business woman in her own right. She is now a much sought after as a speaker and mentor for people starting up businesses and she speaks frankly, humorously and confidently on her experienc ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/deborah-knight,https://www.ovations.com.au/speakers/deborah-knight,Deborah Knight,"Deborah Knight is one of the rare talents in the Australian media, successfully combining a Network Presenting role with reporting, and live coverage, of some of the biggest national and international news stories. Her ability to quickly grasp new subject matter is reflected in her varied roles at the national broadcaster, from rural reporting, to Triple J, and hosting the prestigious AM and Break ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/john-konrads,https://www.ovations.com.au/speakers/john-konrads,John Konrads,"Swimming legend John Konrads astounded the sporting world when at the age of 15 he broke every freestyle World Record from 200m to 1500m. John represented Australia at the 1956, 1960 and 1964 Olympic Games, winning gold in the 1500m freestyle at the 1960 Rome Olympic Games and bringing home three gold medals from the 1958 Cardiff Commonwealth Games. Having achieved sporting success early on, Jo ...",https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/samantha-lane,https://www.ovations.com.au/speakers/samantha-lane,Samantha Lane,"In a field dominated by men, Samantha Lane sets a benchmark when it comes to football. The only female on Network Ten's top rating 'Before the Game,' Sam not only represents female footy fanatics, but brings the insight and skills of a top journalist. Sam is also a sports journalist for The Age. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/andrew-larkey,https://www.ovations.com.au/speakers/andrew-larkey,Andrew Larkey,"Andrew used to be the National New Products Manager at Coca-Cola, responsible for numerous launches under the Coke umbrella. He then spotted a gap in the market, leading him to create his own very successful brand of dog water! Since then it has become hugely successful and he is now working as a new addition on the speaking circuit. ...",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/david-lawrence,https://www.ovations.com.au/speakers/david-lawrence,David Lawrence,"Masquerading as a keynote speaker at a ""serious"" industry conference or MCing an awards night, this comedy duo is well known for quickly spinning industry specific information into memorable material. They will strategically and comically incorporate the key messages into the presentation in order to meet the clients objectives. ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Characterisation%20/%20Hoax%20/%20Impersonations,CHARACTERISATION / HOAX / IMPERSONATIONS,https://www.ovations.com.au/speakers/comedy,COMEDY,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/geoff-lawson,https://www.ovations.com.au/speakers/geoff-lawson,Geoff Lawson,"Born in Wagga Wagga, rural NSW, Geoff ""Henry"" Lawson has had an outstanding career in Australian cricket both nationally and internationally. Having shown tremendous strength of mind and body over 15 years at the top, including a miraculous comeback from a crippling back injury, Geoff is more than qualified to comment on leadership, motivation and team work because he has ""been there, done that ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/rick-ledingham,https://www.ovations.com.au/speakers/rick-ledingham,Rick Ledingham,"Rick, a former fifth generation roofing contractor and father of four has risen from the brink of bankruptcy to unbridled success. Anyone wishing to change their personal lives with limited acumen will be inspired by Rick's relentless journey. Discover unbridled joy, lasting fulfilment and how business and personal lives can thrive from a higher vantage point and be changed forever. ...",https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,3500-5000
