thumb href,tagItemTitle,genericItemIntroText,specialty_codes href,specialty_codes,specialty_codes href (2),specialty_codes (2),specialty_codes href (3),specialty_codes (3),specialty_codes href (4),specialty_codes (4),specialty_codes href (5),specialty_codes (5),specialty_codes href (6),specialty_codes (6),specialty_codes href (7),specialty_codes (7),specialty_codes href (8),specialty_codes (8),specialty_codes href (9),specialty_codes (9),specialty_codes href (10),specialty_codes (10),genericItemIntroText (2),genericItemIntroText (3),specialty_codes href (11),specialty_codes (11),specialty_codes href (12),specialty_codes (12),specialty_codes href (13),specialty_codes (13),specialty_codes href (14),specialty_codes (14),specialty_codes href (15),specialty_codes (15)
https://www.ovations.com.au/speakers/stephen-lundin,Stephen Lundin,,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,"For the last ten years Steve Lundin, Big Tuna Ph.D., has been living one long fish story. After chronicling the amazing customer experience provided by an unlikely group of fish mongers in Seattle, Steve has visited hundreds of organizations in all parts of the globe that have one thing in common; they are putting into action the old wisdom written about in the book FISH. Each variation is uniqu ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/mick-malthouse,Mick Malthouse,,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,"Michael Malthouse is an inspiring, entertaining and highly motivational speaker. He is recognised for his ability to relate his sporting experience and success to life and business. In his 27th year in charge at the highest level, Malthouse's total VFL/AFL games coached is 639 (up to and including Grand Final 1 and 2010 Premiership.) This puts him second currently on the all-time list behind Joc ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/robert-mansfield,Robert Mansfield,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,,,,,,,,,,,,,"Robert was the major projects facilitator on a consultancy basis reporting directly to the Prime Minister. In November 1999 Bob completed his Federal Government roles and was appointed Director of Telstra Corporation Limited, becoming Telstra's non-executive Chairman and served until April 2004. In January 2000 Bob was honoured with an Order of Australia award for his contribution to Australian bu ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/alistair-mant,Alistair Mant,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,,,,,,,,,,,"Alistair Mant is an international authority on leadership development and executive talent identification. His books include The Experienced Manager (which won the Institute of Management's ""Bowie Medal""), The Rise & Fall of the British Manager, Bismarck to Bullock - Conversations about Political & Industrial Contrasts in Britain & Germany, The Dynamics of Management Education, and Leaders We Dese ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/charles-marcus,Charles Marcus,Charles Marcus is a much sought after and highly respected global keynote speaker and seminar leader. He is ranked in the “Top 60 Motivational Speakers in The World“.,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/nigel-marsh,Nigel Marsh,"Nigel is the author of three best selling books - 'Fat, Forty and Fired' ,'Overworked and Underlaid' and 'Fit, Fifty and Fired-Up' , co-founder of Earth Hour (recognized as one of the most successful brand launches anywhere in the world recently) , and founder of The Sydney Skinny (both a world first and a world record). He is currently making a TV series of his first book.",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Author,AUTHOR,https://www.ovations.com.au/speaker-filter-search-results/speakers/Wellness%20/%20Mental%20Health,WELLNESS / MENTAL HEALTH,,"Alongside his writing Nigel has a more 'conventional' career as a CEO. Since moving to Australia in 2001, after ten years at UK's leading agency AMV.BBDO, he has been responsible for a number of iconic marketing and strategy brands such as Leo Burnett, George Patterson, The Leading Edge and The Campaign Palace.",,,,,,,,,,
https://www.ovations.com.au/speakers/james-mathison,James Mathison,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,"James' is a former co-host of Australian Idol & the ARIAS He was awarded an ASTRA for Favourite Male Personality in 2006. James continues to work in the media in-front of and behind the camera. James is a highly experienced MC, host and moderator. He has hosted events for McDonalds, Sanofi Aventis, Havaiana's, Optus, National Geographic Channel, SONY and Microsoft to name a few. ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/paul-mcdermott,Paul McDermott,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,Paul McDermott has been at the forefront of the Australian entertainment industry since the Doug Anthony All Stars stormed to national and international success in the late 1980's. Over more than a decade this immensely popular entertainer and artist has proven to be one of the most versatile in Australian history. Paul is back on Channel TEN with Good News Week - keeping the news alive ! ...,,,,,,,,,,,
https://www.ovations.com.au/speakers/todd-mckenney,Todd McKenney,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,https://www.ovations.com.au/speaker-filter-search-results/speakers/Singer%20/%20Musician,SINGER / MUSICIAN,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,"Inspiring, provocative, compelling radio host, film actor, musical theatre performer, television personality, Todd McKenney knows showbiz from every angle. Todd has worked across stage, screen, television and radio. ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/mark-mckeon,Mark McKeon,"Mark's quality information and entertaining style have been rewarded with numerous international presentations, Mark's Team Cohesion keynotes and workshops highlight communication, conflict resolution and planning in a relaxed, fun environment. His programs get people mixing in a gentle, physical environment and highlight behavioral business analogies. His unique experiential programs highligh ...",https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/mick-molloy,Mick Molloy,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,"Combine a scruffy laid back larrikin and an acid tongue and you have Mick Molloy, one of Australia's most recognised comedian, actor, writer and producer. ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/james-morrison,James Morrison,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speaker-filter-search-results/speakers/Bands,BANDS,https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,,,,,,,,,,,,,,,"Australia can boast of having many marvellous musicians and composers, but there can be little doubt that one of the country's most respected and talented virtuosos is multi-instrumentalist James Morrison. World famous for his trumpet mastery, James applies his skills and love of music to a broad range of projects. Whether performing solo or with the London Symphony Orchestra, recording an album w ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/ricky-nowak,Ricky Nowak,"Ricky Nowak CSP is a former actor and experienced presenter who takes the drama out of conferences and events! With her fresh and unique approach as MC, Speaker, or Facilitator she brings her quick wit, curiosity, authentic style, and sense of humour to audiences - big or small, corporate or business. She is well researched, can adapt to all situations, is cool under pressure, and easy to work with. She is as much at home in the Board Room as she is in the Conference Room and will make your event shine and know you are you in expert hands!",https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,https://www.ovations.com.au/speakers/facilitation,FACILITATION / MODERATOR,https://www.ovations.com.au/speaker-filter-search-results/speakers/Women%20in%20Business,WOMEN IN BUSINESS,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/eva-orner,Eva Orner,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,,"Eva is an amazingly inspiring Aussie who has found success overseas, has had incredible experiences, and has just been formally recognised for her unique work with the highest industry accolade possible - an Academy Award! She is a smart, funny, engaging speaker who complements her talks with fantastic visual and filmic images - not to mention a little golden statue named 'Oscar'. ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/toni-pearen,Toni Pearen,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Singer%20/%20Musician,SINGER / MUSICIAN,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,"Toni Pearen was the versatile host of Australia's Funniest Home Video Show. Not new to the limelight, Pearen is a natural talent and has proven to be a fantastic addition to the Nine Network's on-camera line-up. While continuing her music career, Pearen is determined to entertain audiences across the globe. Well remembered for her debut on the television series E Street and her Top 10 singles 'In ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/allan-pease,Allan Pease,,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,Allan first became known as Mr Body Language. His book was a best seller and since then he has not stopped writing! Allan speaks on communication in business and with his wife Barbara also tackles relationships between the sexes. ...,,,,,,,,,,,
https://www.ovations.com.au/speakers/michael-peschardt,Michael Peschardt,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,Michael Peschardt has a higher International profile than any other Broadcaster or Presenter living in Australia. He is the BBC's leading International interviewer - a spectacular feat for someone who has lived in Sydney for over 20 years. Michael's two interview programmes ' Peschardt's People' and 'Peschardt's Business People' are shown in more than 200 countries via the BBC World News. Th ...,,,,,,,,,,,
https://www.ovations.com.au/speakers/stephanie-rice,Stephanie Rice,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,"Heralded as Australia's ""Princess of the Pool"", Stephanie Rice has emerged from the Beijing Olympics as a genuine sports star. Not just content with winning three Olympic gold medals at the Games, but she also broke the world record - three times! With her in-pool success just recently behind her, Stephanie's popularity is set to explode and her journey as one of Australia's sweet-hearts is set to ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/ruby-rose,Ruby Rose,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Generations,GENERATIONS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Social%20Media,SOCIAL MEDIA,https://www.ovations.com.au/speaker-filter-search-results/speakers/Social%20Responsibility,SOCIAL RESPONSIBILITY,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,"Ruby Rose landed her first gig in the public eye as a VJ for MTV; a role which not only graced her with an ASTRA award for 'favourite female' in less than twelve months, but also the backing of an entire generation of young adults desperate for a role model that didn't fit the mould, and definitely didn't want to. Appearing as a panelist on the Network Ten's 7pm Project, Guest Judge and Co-host o ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/wendell-sailor,Wendell Sailor,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,"Wendell Sailor is an exceptional sportsman who is revered as one of Australia's best dual code rugby football players and one of rugby league's greatest wingers of all time. During his rugby league career, Wendell Sailor played 19 Tests for Australia, five of which were in Super League, and 17 State of Origin matches for Queensland, three of them being Super League. During his time in rugby un ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/bernard-salt,Bernard Salt,"Perhaps the best way to describe Bernard is that he is one of Australia's best communicators. Bernard has established an international reputation as a trend forecaster for business and government. Bernard is also a well known futurist in the marketing arena, looking at client profiles and the effect of social change on customer behaviour. His views are regularly sought by the business community and by the general media. He appears regularly on radio and television programs including Sunrise, Today Tonight, A Current Affair and 60 Minutes.",https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/angus-sampson,Angus Sampson,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Characterisation%20/%20Hoax%20/%20Impersonations,CHARACTERISATION / HOAX / IMPERSONATIONS,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,"Angus Sampson has an extensive body of creative work spanning film, theatre, television, radio and voice artistry. Born and educated in Sydney, he is a trained copywriter and a graduate from the AWARD School. An accomplished actor, he has had film roles in Summer Coda, Darkness Falls, Razor Eaters, Kokoda, You and Your Stupid Mate, and a TV acting career which included parts in The Secret Life ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/ann-sherry,Ann Sherry,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,,,,,,,,,"Ann was the Chief Executive Officer, Westpac New Zealand and Group Executive, Westpac New Zealand and the Pacific until April 2007. Ann was the first female CEO of a bank in New Zealand, and had responsibility for Westpac operations in New Zealand and seven Pacific countries. In 2007 she assumed the role of CEO of Carnival Australia. ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/sam-silverstein,Sam Silverstein,,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,,,"Silverstein knows how to get million-dollar results. His companies have sold upwards of $100 million in products and services, and he successfully sold one of his businesses to a Fortune 500 company. Entrepreneur, business expert, speaker and international author Sam Silverstein's battle cry of ""No More Excuses"" has been heard by companies and business professionals the world over. Sam has share ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/joe-simpson,Joe Simpson,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Adventurer,ADVENTURER,https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,"Joe Simpson has drawn from his experiences as one of the world's most successful and respected mountaineers to become a leading author. ""Touching the Void"", the story of his amazing survival, having shattered his leg and been left for dead in a crevasse high in the Andes, has sold over a million copies worldwide. He now brings his knowledge and powerful stories to the corporate sector in an amaz ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/kirsty-spraggon,Kirsty Spraggon,"Kirsty is one of the most sought after inspirational speakers, most often booked to open or close a conference. She is known for her ability to shift the tone of an event, to help the audience connect with themselves— and others in a deeper, more meaningful way and to help clients foster a culture of vulnerability throughout their event and beyond.",https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/sandra-sully,Sandra Sully,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,"Sandra Sully has cemented herself as one of the most recognisable faces on Australian Television. Her extensive journalistic career is littered with highlights but perhaps none are more significant and poignant as the September, 11 terror attacks. With calm and poise, Sandra was the first person to tell Australia about the tragic events unfolding before her eyes while delivering a professional new ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/peter-switzer,Peter Switzer,"Peter Switzer has been a money man for newspapers, radio and television for over 18 years. He is a former lecturer of economics at the University of New South Wales and has authored numerous books on money, finance and business. Peter also converted the US best seller, Idiot's Guide to Getting Rich for the Australian market. Peter is one of the most sought after communicators on the business speak ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Environment%20/%20Sustainability,ENVIRONMENT / SUSTAINABILITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/sebastian-terry,Sebastian Terry,"Inspirational Keynote Speaker, Best Selling Author, TV Host, & Founder of the 100things Movement.",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adventurer,ADVENTURER,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speaker-filter-search-results/speakers/Goal%20Setting,GOAL SETTING,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/libby-trickett,Libby Trickett,"Olympic and World Swimming Champion, Libby Trickett won 24 gold medals on the international stage across Olympic, Commonwealth Games and World Championships. This includes eight long course and seven short course world titles, five Commonwealth Games and four Olympic gold medals which were won at three consecutive Olympic Games in 2004, 2008 and 2012.",https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/gai-waterhouse,Gai Waterhouse,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,"Gai Waterhouse is one of the leading horse racing trainers in Australia and her biography is fascinating. Waterhouse horses have won the Melbourne Cup as well as the Victoria Derby amongst numerous Group 1 wins. Gai Waterhouse is a phenomenon and her achievements are a testimony to what vision, planning, hard work, energy and dedication can produce. Gai has been honoured with the Westpac Business ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/brent-welch,Brent Welch,,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,,,,,,,,,,,"Brent J. Welch is a past president of The International Forum, is a Top-of-the Table member of the Million Dollar Round Table (MDRT) and has just recently been nominated to the board of the Association for Advanced Life Underwriting (AALU). Brent is a member of The National Association of Family Wealth Counselors (NAFWC), the Financial Planning Association (FPA), The Society of Financial Servic ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/suzie-wilks,Suzie Wilks,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,"Suzie Wilks is more than the iconic, down to earth, Australian media favorite who made renovating and shorts big news in prime time! Suzie gained qualifications in journalism, which has enabled her to develop her written communications, script writing and interviewing techniques to the highest possible level. Suzie's genuine personality, unwavering professionalism and powerful ability to get the j ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/tom-williams,Tom Williams,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,"Tom Williams's sawdust-to-stardom tale is the stuff of television legend. Back in 2000 carpenter Williams was listening to the Triple J drive program when he decided to give the then hosts, Merrick and Rosso, a call. Before long, Tom became a household name featuring on Channel Sevens most popular shows. As the resident tradesman on Room For Improvement, a crash tester for holidays for Australia's ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/desi-williamson,Desi Williamson,,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Characterisation%20/%20Hoax%20/%20Impersonations,CHARACTERISATION / HOAX / IMPERSONATIONS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,,,,,,,"With Desi, you'll get a fun, energetic program filled with content. And best of all, your organization will see an immediate increase in productivity! His high-impact programs are based on 20 years on the front line in sales, management and marketing; building multi-million dollar businesses; managing multi-million dollar budgets; and developing people potential at powerhouse corporations such as ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/andrew-winter,Andrew Winter,"Andrew Winter is a residential property expert, News Corp contributed and multiple award-winning host of Selling Houses Australia, host of Tiny Houses Australia and co-host of Love It Or List It Australia, all on the Lifestyle Channel (Foxtel).",https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/colin-james,Colin James,"Colin is a world class keynote and conference speaker and facilitator, bringing a fresh, challenging approach to topics as diverse as Adaptive Leadership, Managing in Chaos, The Change Game, Influencing Anyone Every Time amongst a host of others. For the past 23 years Colin has worked all over the world as a Speaker, Facilitator and Workshop Leader for some of the world's leading organisations.",https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/sales,SALES,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/facilitation,FACILITATION / MODERATOR,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/richard-laible,Richard Laible,,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/facilitation,FACILITATION / MODERATOR,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,"Richard Laible is Corporate America's first choice for entertainment. He is widely sought after for his unique ability to improve tradeshows, sales meetings, promotions and other corporate events. Richard's reputation for using humor to increase audience participation and retention has earned him a long list of satisfied clients. An 18-year veteran of corporate entertainment, Richard began his car ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/craig-reucassel,Craig Reucassel,Craig Reucassel is an Australian writer and comedian who is best known for his work with The Chaser.,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,https://www.ovations.com.au/speakers/comedy,COMEDY,,,,,,,,,,,,,,,,"Craig and a group of satirical comedians founded The Chaser newspaper, which led to a number of ABC TV Chaser programs including The Election Chaser, CNNNN, The Chaser’s War on Everything, Yes We Canberra and The Hamster Wheel. Most recently he’s appeared on ABC in The Chaser’s Media Circus, The Chaser’s Election Desk and the current series of satirical consumer affairs show The Checkout.",,,,,,,,,,
https://www.ovations.com.au/speakers/keith-abraham,Keith Abraham,"Keith is about delivering substance that is relative to the real world of business. He specifically shows business people how to work smarter, engage their people, rekindle their passion and capitalise on their current market opportunities. Over the past 16 years Keith has built a reputation as one of Australia's most in-demand conference speakers'” speaking at over 100 conferences each ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Goal%20Setting,GOAL SETTING,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sales,SALES,https://www.ovations.com.au/speaker-filter-search-results/speakers/Small%20Business%20(SME),SMALL BUSINESS (SME),,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/michael-caton,Michael Caton,,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,"Michael Caton is one of Australia's best known Actors. As the much loved Ted in Channel 7s Packed To The Rafters and host of television shows Hot Property and Hot Auctions, Michael was brought into everyone's living room making him a household name. And of course, Michael played battler Darryl Kerrigan in the highly successful film The Castle and was nominated for several awards. ...",,,,,,,,,,,
https://www.ovations.com.au/speakers/scott-bales-2738,Scott Bales,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/retail,RETAIL,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/ac-grayling,AC Grayling,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,,,,,,,,,,,,,,,,,"One of the UK's most prolific public intellectuals and commentators on politics and ethics, Anthony Grayling has written and edited over twenty books on philosophy and other subjects. Among his most recent are The Good Book, Ideas That Matter, Liberty in the Age of Terror and To Set Prometheus Free. Anthony is Founder and Master of the New College of the Humanities, a private for-profit undergrad ...",,,,,,,,,,,
